Espécie	Domínio	Mínimo opt	Máximo opt	Mínimo sup	Máximo sup	Classificação	Sal é NaCl?	Unidade	Checado?	Referência	journal	Ano
Halomicroarcula laminariae	A	2,6	2,6	1,4	44,8	Extreme	s	m		Ma et al 2023	Micro Society	2023
Halomicroarcula marina	A	3,4	3,4	2,6	4,8	Extreme	s	m		Ma et al 2023	Micro Society	2023
Halomonas dongshanensis	B	1	5	0,5	18	Moderate	s	p		Lin et al 2023	Micro Society	2023
Lactiplantibacillus brownii	B	0	1	0	6	Slight	s	p		Heng et al 2023	Micro Society	2023
Lentibacillus daqui	B	8	10	0	20	Moderate	s	p		Liang et al 2023	Micro Society	2023
Marinitoga aeolica	B	25	25	10	50	Slight	s	g		Postec et al 2023	Micro Society	2023
Marinobacter iranensis	B	3	3	0,5	15	Slight	s	p		Rafieyan et al 2023	Micro Society	2023
Marinobacter panjinensis	B	0,2	8	0,2	15	Moderate	s	p		Yang et al 2023	Micro Society	2023
Maritalea mediterranea	B	0,5	9	0	12,5	No Class	s	p		Vidal-Verdú et al 2023	Micro Society	2023
Marivirga aurantiaca	B	7,5	9	2	15	No Class	s	p		Zhang et al 2023	Micro Society	2023
Microbulbifer zhoushanensis	B	3	3	1	15	Tolerant	s	p		Fu et al 2023	Micro Society	2023
Microbulbifer sediminum	B	4	4	1	15	Tolerant	s	p		Fu et al 2023	Micro Society	2023
Microbulbifer guangxiensis	B	1	1	1	10	Tolerant	s	p		Fu et al 2023	Micro Society	2023
Natrinema salsiterrestre	A	20	25	12	30	Extreme	Total salts	p		Straková et al 2023	Micro Society	2023
Natronosalvus halobius	A	3,9	3,9	0,9	4,8	No Class	s	m		Tan et al 2023	Micro Society	2023
Natronosalvus caseinilyticus	A	3,9	3,9	1,4	5,1	No Class	s	m		Tan et al 2023	Micro Society	2023
Natronosalvus vescus	A	4,3	4,3	0,9	4,8	No Class	s	m		Tan et al 2023	Micro Society	2023
Natronosalvus rutilus	A	3,1	3,1	0,9	4,8	No Class	s	m		Tan et al 2023	Micro Society	2023
Natronosalvus amylolyticus	A	3,4	3,4	0,9	4,8	No Class	s	m		Tan et al 2023	Micro Society	2023
Nocardiopsis suaedae	B	5	12	0	22	No Class	s	p		Chantavorakit et al 2023	Micro Society	2023
Nocardiopsis endophytica	B	5	10	0	17	No Class	s	p		Chantavorakit et al 2023	Micro Society	2023
Pacificoceanicola onchidii	B	2,5	3,5	0,5	6,5	Slight	s	p		Yang et al 2023	Micro Society	2023
Parathalassolituus penaei	B	2	2	0	4	No Class	s	p		Chen et al 2023	Micro Society	2023
Profundirhabdus halotolerans	B	4	4	0	13	No Class	s	p		Liu et al 2023	Micro Society	2023
Radiobacillus kanasensis	B	0	12	0	14	Tolerant	s	p		Zhang et la 2023	Micro Society	2023
Salinigranum marinum	A	3,4	3,4	1,4	5,1	No Class	s	m		Cheng et al 2023	Micro Society	2023
Halohasta salina	A	3,1	3,1	1,4	4,8	No Class	s	m		Cheng et al 2023	Micro Society	2023
Salinimicrobium profundisediminis	B	2	3	0	10	No Class	s	p		An et al 2023	Micro Society	2023
Salipaludibacillus daqingensis	B	8	8	1	12	Moderate	s	p		Guo et al 2023	Micro Society	2023
Vibrio eleionomae	B			1	10	No Class	s	p		Enciso-Ibarra et al 2023	Micro Society	2023
